text,poster,views,comments,length,link,users
 Woman with Bare Big Butt Punished with Painful Spanking ,The Seer,8.9K Views,11 Comments,0:33,https://theworldwatch.com/videos/1619463/woman-with-bare-big-butt-punished-with-painful-spanking/,"{' ': 'No link available', 'ilovemyboyfriendsomuch.': 'https://theworldwatch.com/members/1324642/', 'Kunter-X': 'https://theworldwatch.com/members/1324168/', 'phuckislam': 'https://theworldwatch.com/members/1324254/', 'Pleaseevolve777': 'https://theworldwatch.com/members/1324205/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Nightrider2.0': 'https://theworldwatch.com/members/1324577/', 'WadeBaker': 'https://theworldwatch.com/members/1322292/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/'}"
 (Right Side of Screen) Man is Stabbed over the Counter and Bleeds Out . He didn'... ,sally,4.9K Views,5 Comments,3:06,https://theworldwatch.com/videos/1619453/right-side-of-screen-man-is-stabbed-over-the-counter-and-bleeds-out-he-didn-t-care-about-bleeding-to-death/,"{' ': 'No link available', 'Kunter-X': 'https://theworldwatch.com/members/1324168/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'Phuc_Libtards': 'https://theworldwatch.com/members/1324446/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/'}"
 The news ,Swerty,4.1K Views,7 Comments,0:46,https://theworldwatch.com/videos/1619479/the-news/,"{' ': 'No link available', 'Kunter-X': 'https://theworldwatch.com/members/1324168/', 'Phuc_Libtards': 'https://theworldwatch.com/members/1324446/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/'}"
 She let's a Stranger Record Her Naked on the Beach ,The Seer,11K Views,17 Comments,0:22,https://theworldwatch.com/videos/1619487/she-let-s-a-stranger-record-her-naked-on-the-beach/,"{' ': 'No link available', 'Chucknorrit': 'https://theworldwatch.com/members/1323808/', 'FrankKrank': 'https://theworldwatch.com/members/1321147/', 'Bill D. Wall': 'https://theworldwatch.com/members/1324602/', 'Nightrider2.0': 'https://theworldwatch.com/members/1324577/', 'ScreaminMime': 'https://theworldwatch.com/members/1323106/', 'Kunter-X': 'https://theworldwatch.com/members/1324168/', 'MaxiePaddy': 'https://theworldwatch.com/members/871125/', 'mozzy': 'https://theworldwatch.com/members/1323416/', 'ScottNW63': 'https://theworldwatch.com/members/1324532/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'Phuc_Libtards': 'https://theworldwatch.com/members/1324446/', 'KillerManJaro': 'https://theworldwatch.com/members/1324629/', 'Southcentraltimes': 'https://theworldwatch.com/members/1323445/'}"
 A Woman that CANNOT Handle her Alcohol ,The Seer,4.8K Views,8 Comments,0:39,https://theworldwatch.com/videos/1619484/a-woman-that-cannot-handle-her-alcohol/,"{' ': 'No link available', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'Nightrider2.0': 'https://theworldwatch.com/members/1324577/', 'Kunter-X': 'https://theworldwatch.com/members/1324168/', 'mozzy': 'https://theworldwatch.com/members/1323416/', 'Phuc_Libtards': 'https://theworldwatch.com/members/1324446/', 'EatMyShortsYo': 'https://theworldwatch.com/members/1322632/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'Inaminute': 'https://theworldwatch.com/members/1322078/'}"
 Brazil: Drowned Woman is Found by Fisherman in Brazil ,The Seer,953 Views,0 Comments,0:45,https://theworldwatch.com/videos/1619427/brazil-drowned-woman-is-found-by-fisherman-in-brazil/,{' ': 'No link available'}
 Mexico: Crazy Murder of Ex-Lover by Female and Friends (See Description) ,Philligan,2.7K Views,1 Comments,2:46,https://theworldwatch.com/videos/1619425/mexico-crazy-murder-of-ex-lover-by-female-and-friends-see-description/,"{' ': 'No link available', 'HateYew': 'https://theworldwatch.com/members/1322688/'}"
" Heavy Set Woman Jumps from Window, Splits Her Head Open ",The Seer,3.4K Views,8 Comments,0:43,https://theworldwatch.com/videos/1619435/woman-jumps-from-window-see-how-she-lands/,"{' ': 'No link available', 'Phuc_Libtards': 'https://theworldwatch.com/members/1324446/', 'EatMyShortsYo': 'https://theworldwatch.com/members/1322632/', 'Rattleheadd': 'https://theworldwatch.com/members/1322873/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Jasondr91': 'https://theworldwatch.com/members/623283/', 'HateYew': 'https://theworldwatch.com/members/1322688/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'Salinan': 'https://theworldwatch.com/members/1320115/'}"
 Happy Friday TWW...Find a Girl this Weekend who Dances Like This ,The Seer,4.2K Views,7 Comments,0:22,https://theworldwatch.com/videos/1619441/happy-friday-tww-find-a-girl-this-weekend-who-dances-like-this/,"{' ': 'No link available', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'Bill D. Wall': 'https://theworldwatch.com/members/1324602/', 'Kunter-X': 'https://theworldwatch.com/members/1324168/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/'}"
 Hero Lone Cop vs 7-member gang fleeing Heist ,sally,3.8K Views,2 Comments,0:59,https://theworldwatch.com/videos/1619418/hero-lone-cop-vs-7-member-gang-fleeing-heist/,"{' ': 'No link available', 'venicio': 'https://theworldwatch.com/members/1323404/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/'}"
 Giantess Destroys Girl in Bikini in Girls Boxing for Fun ,The Seer,7.6K Views,7 Comments,0:17,https://theworldwatch.com/videos/1619433/giantess-destroys-girl-in-bikini-in-girls-boxing-for-fun/,"{' ': 'No link available', 'WadeBaker': 'https://theworldwatch.com/members/1322292/', 'Bill D. Wall': 'https://theworldwatch.com/members/1324602/', 'Kunter-X': 'https://theworldwatch.com/members/1324168/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'SexyNative': 'https://theworldwatch.com/members/1324119/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/'}"
 Two men in Liaoning railway station struck by lightning ,sally,1.8K Views,1 Comments,0:22,https://theworldwatch.com/videos/1619417/two-men-in-liaoning-railway-station-struck-by-lightning/,"{' ': 'No link available', 'Kunter-X': 'https://theworldwatch.com/members/1324168/'}"
" Dead Woman found in the Sand in São Luís, Brazil ",sally,1.9K Views,3 Comments,0:37,https://theworldwatch.com/videos/1619429/dead-woman-found-in-the-sand-in-sao-luis-brazil/,"{' ': 'No link available', 'Kunter-X': 'https://theworldwatch.com/members/1324168/', 'Chucknorrit': 'https://theworldwatch.com/members/1323808/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/'}"
 Stephen Baldwins Daughter is a Wild Bishhhhh ,JohnRocker,4.9K Views,9 Comments,1:16,https://theworldwatch.com/videos/1619381/stephen-baldwins-daughter-is-a-wild-bishhhhh/,"{' ': 'No link available', 'Bill D. Wall': 'https://theworldwatch.com/members/1324602/', 'kryptor': 'https://theworldwatch.com/members/1320125/', 'ubi': 'https://theworldwatch.com/members/701423/', 'Jasondr91': 'https://theworldwatch.com/members/623283/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Speak1': 'https://theworldwatch.com/members/1324252/', 'wmr2': 'https://theworldwatch.com/members/1319316/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/'}"
 Based Chick Drops the Truth about Women in 2024 ,JohnRocker,5.9K Views,14 Comments,0:40,https://theworldwatch.com/videos/1619382/based-chick-drops-the-truth-about-women-in-2024/,"{' ': 'No link available', 'essence25': 'https://theworldwatch.com/members/909290/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'ubi': 'https://theworldwatch.com/members/701423/', 'EatMyShortsYo': 'https://theworldwatch.com/members/1322632/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'Chucknorrit': 'https://theworldwatch.com/members/1323808/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/'}"
 Girl falls into the Ring of Death Quickly Killing Her ,The Seer,6.3K Views,6 Comments,0:30,https://theworldwatch.com/videos/1619408/girl-falls-into-the-ring-of-death-quickly-killing-her/,"{' ': 'No link available', 'CurrycelDecline': 'https://theworldwatch.com/members/1322528/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'Dan': 'https://theworldwatch.com/members/2/'}"
 Trump 2024! That's a Hard Yes for Me. ,Karelin,4.5K Views,19 Comments,0:11,https://theworldwatch.com/videos/1619410/trump-2024-that-s-a-hard-yes-for-me/,"{' ': 'No link available', 'Dumbwatch': 'https://theworldwatch.com/members/1324656/', 'EatMyShortsYo': 'https://theworldwatch.com/members/1322632/', 'ThatWasFunny': 'https://theworldwatch.com/members/1324622/', 'nleeklee': 'https://theworldwatch.com/members/1318980/', 'Jasondr91': 'https://theworldwatch.com/members/623283/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'Xerias': 'https://theworldwatch.com/members/1324514/', 'prince of trolls': 'https://theworldwatch.com/members/1322284/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Jonty500': 'https://theworldwatch.com/members/1322390/', 'HateYew': 'https://theworldwatch.com/members/1322688/', 'southgate': 'https://theworldwatch.com/members/1322285/', 'Elmapsaca': 'https://theworldwatch.com/members/1324537/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'fordmadion': 'https://theworldwatch.com/members/1324565/', 'FNV90': 'https://theworldwatch.com/members/1324499/', 'essence25': 'https://theworldwatch.com/members/909290/'}"
 A close encounter with China's sewer-oil trade ,Swerty,3.7K Views,9 Comments,0:24,https://theworldwatch.com/videos/1619411/a-close-encounter-with-china-s-sewer-oil-trade/,"{' ': 'No link available', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Speak1': 'https://theworldwatch.com/members/1324252/', 'Salinan': 'https://theworldwatch.com/members/1320115/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'Fartcakes': 'https://theworldwatch.com/members/957973/', 'Nightrider2.0': 'https://theworldwatch.com/members/1324577/', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/'}"
 Old Man using Cane figures Why Not.. ,sally,1.8K Views,1 Comments,0:14,https://theworldwatch.com/videos/1619436/old-man-using-cane-figures-why-not/,"{' ': 'No link available', 'FuckAmericanWhacks': 'https://theworldwatch.com/members/1318639/'}"
 Italians Don't Play.... Wild Fist Fight Breaks Out on Parliament Floor ,Karelin,2.0K Views,7 Comments,0:27,https://theworldwatch.com/videos/1619415/italians-don-t-play-wild-fist-fight-breaks-out-on-parliament-floor/,"{' ': 'No link available', 'Flagship': 'https://theworldwatch.com/members/1324417/', 'HateYew': 'https://theworldwatch.com/members/1322688/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'munwon': 'https://theworldwatch.com/members/1321222/', 'Speak1': 'https://theworldwatch.com/members/1324252/', 'TortureAndKillAllConspiracyCunts': 'https://theworldwatch.com/members/1321759/', 'pokahounted': 'https://theworldwatch.com/members/1323713/'}"
 Watch the Blonde in the Purple Backpack...Killed by Falling Rock (Aftermath) ,Karelin,5.3K Views,7 Comments,1:10,https://theworldwatch.com/videos/1619383/shocking-moment-a-rockfall-kills-a-female-tourist/,"{' ': 'No link available', 'Speak1': 'https://theworldwatch.com/members/1324252/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'SexyNative': 'https://theworldwatch.com/members/1324119/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Fartcakes': 'https://theworldwatch.com/members/957973/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/'}"
 Live Suicide of Bullion Dealer who gets the Guts to Finally End his Life (Strong I... ,The Seer,4.2K Views,8 Comments,3:04,https://theworldwatch.com/videos/1619392/live-suicide-of-bullion-dealer-who-gets-the-guts-to-finally-end-his-life-strong-images/,"{' ': 'No link available', 'ivan joyderbum': 'https://theworldwatch.com/members/587483/', 'Nutmeg50': 'https://theworldwatch.com/members/151757/', 'ScreaminMime': 'https://theworldwatch.com/members/1323106/', 'Nightrider2.0': 'https://theworldwatch.com/members/1324577/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'PeterG82': 'https://theworldwatch.com/members/1324405/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/'}"
 The Man picks up a Stun Grenade and Loses his Hand ,sally,7.1K Views,6 Comments,0:08,https://theworldwatch.com/videos/1619394/the-man-picks-up-a-stun-grenade-and-loses-his-hand/,"{' ': 'No link available', 'Nightrider2.0': 'https://theworldwatch.com/members/1324577/', 'SexyNative': 'https://theworldwatch.com/members/1324119/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'ZackSD': 'https://theworldwatch.com/members/1323360/', 'Chucknorrit': 'https://theworldwatch.com/members/1323808/'}"
 Psycho Naked Man Gushes Blood as he Slits his Throat with a Sword ,The Seer,3.8K Views,12 Comments,1:12,https://theworldwatch.com/videos/1619406/psycho-naked-man-gushes-blood-as-he-slits-his-throat-with-a-sword/,"{' ': 'No link available', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'porksledge': 'https://theworldwatch.com/members/1324029/', 'Mark_R': 'https://theworldwatch.com/members/1324164/', 'bibiel': 'https://theworldwatch.com/members/1323719/', 'Nanker_Phelge': 'https://theworldwatch.com/members/1321011/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/'}"
 Man with Horse is Killed by Thrown Bottle...Crazy ,Philligan,5.1K Views,8 Comments,0:25,https://theworldwatch.com/videos/1619399/man-with-horse-is-killed-by-flying-bottle-crazy/,"{' ': 'No link available', 'Kunter-X': 'https://theworldwatch.com/members/1324168/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Speak1': 'https://theworldwatch.com/members/1324252/', 'Nightrider2.0': 'https://theworldwatch.com/members/1324577/', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/', 'Skm92skm': 'https://theworldwatch.com/members/1324424/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'Dan': 'https://theworldwatch.com/members/2/'}"
 Stay Alert while Cycling..this Lady will Tell You... ,HMG87,6.0K Views,8 Comments,0:30,https://theworldwatch.com/videos/1619401/stay-alert-while-cycling-this-lady-will-tell-you/,"{' ': 'No link available', 'ubi': 'https://theworldwatch.com/members/701423/', 'porksledge': 'https://theworldwatch.com/members/1324029/', 'Speak1': 'https://theworldwatch.com/members/1324252/', 'venomx7373': 'https://theworldwatch.com/members/1319202/', 'WessyD': 'https://theworldwatch.com/members/1324564/', 'Rickey': 'https://theworldwatch.com/members/76866/', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/'}"
 Candace Owens Goes off on Piers Morgan over Israel and The Genocide of Christians. ,JohnRocker,2.2K Views,12 Comments,2:25,https://theworldwatch.com/videos/1619414/candace-owens-goes-off-on-piers-morgan-over-israel-and-the-mainstream-complicate-genocide-of-christians/,"{' ': 'No link available', 'fordmadion': 'https://theworldwatch.com/members/1324565/', 'mozzy': 'https://theworldwatch.com/members/1323416/', 'ScreaminMime': 'https://theworldwatch.com/members/1323106/', 'nleeklee': 'https://theworldwatch.com/members/1318980/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'Kope711': 'https://theworldwatch.com/members/1322763/', 'Cripple': 'https://theworldwatch.com/members/1320263/', 'southgate': 'https://theworldwatch.com/members/1322285/', 'The_Carcass_Kid': 'https://theworldwatch.com/members/1323232/'}"
 Watch What happens when this Donkey wants a Selfie with a Train ,The Seer,5.2K Views,12 Comments,0:12,https://theworldwatch.com/videos/1619402/watch-what-happens-when-this-donkey-wants-a-selfie-with-a-train/,"{' ': 'No link available', 'essence25': 'https://theworldwatch.com/members/909290/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'GayeKundt': 'https://theworldwatch.com/members/1324010/', 'Cripple': 'https://theworldwatch.com/members/1320263/', 'Speak1': 'https://theworldwatch.com/members/1324252/', 'Nightrider2.0': 'https://theworldwatch.com/members/1324577/', 'CheeseyVaginas': 'https://theworldwatch.com/members/1321984/', 'HateYew': 'https://theworldwatch.com/members/1322688/', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/'}"
 Drug Addict does the Impossible. Escaping Barbed Wire Facility only to Belly Flop ,HMG87,3.7K Views,7 Comments,0:21,https://theworldwatch.com/videos/1619407/drug-addict-does-the-impossible-escaping-barbed-wire-facility-only-to-belly-flop/,"{' ': 'No link available', 'Bill D. Wall': 'https://theworldwatch.com/members/1324602/', 'Speak1': 'https://theworldwatch.com/members/1324252/', 'Nightrider2.0': 'https://theworldwatch.com/members/1324577/', 'Happyman71': 'https://theworldwatch.com/members/1323467/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'Dan': 'https://theworldwatch.com/members/2/'}"
 Big Man Beats Guy like Spider from Goodfellas for 3 solid Minutes (See News) ,sally,4.5K Views,5 Comments,3:32,https://theworldwatch.com/videos/1619390/big-man-beats-guy-like-spider-from-goodfellas-for-3-solid-minutes-see-news/,"{' ': 'No link available', 'Nutmeg50': 'https://theworldwatch.com/members/151757/', 'Speak1': 'https://theworldwatch.com/members/1324252/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'Fartcakes': 'https://theworldwatch.com/members/957973/'}"
 Baltimore Police Forced to Kill Gangster from 3 Feet Away ,Philligan,3.9K Views,10 Comments,0:55,https://theworldwatch.com/videos/1619387/baltimore-police-forced-to-kill-gangster-from-3-feet-away/,"{' ': 'No link available', 'Bill D. Wall': 'https://theworldwatch.com/members/1324602/', 'KovacsNobody': 'https://theworldwatch.com/members/1323987/', 'cpartida': 'https://theworldwatch.com/members/1321306/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'Speak1': 'https://theworldwatch.com/members/1324252/', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Salinan': 'https://theworldwatch.com/members/1320115/'}"
 Moment Motorcycle Explodes outside Gym in Colombia ,sally,2.5K Views,2 Comments,0:26,https://theworldwatch.com/videos/1619388/moment-motorcycle-explodes-outside-gym-in-colombia/,"{' ': 'No link available', 'Speak1': 'https://theworldwatch.com/members/1324252/', 'henkspenk132': 'https://theworldwatch.com/members/1324583/'}"
 Moron Tries Lighting his Ex's House on Fire...Ends Up Igniting Himself.. ,Karelin,2.8K Views,6 Comments,0:35,https://theworldwatch.com/videos/1619377/moron-tries-lighting-his-ex-s-house-on-fire-ends-up-igniting-himself/,"{' ': 'No link available', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Speak1': 'https://theworldwatch.com/members/1324252/', 'Nightrider2.0': 'https://theworldwatch.com/members/1324577/', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'MaxiePaddy': 'https://theworldwatch.com/members/871125/', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/'}"
 Convict JUST Released from Prison is Killed ,The Seer,3.3K Views,5 Comments,0:30,https://theworldwatch.com/videos/1619389/convict-just-released-from-prison-is-killed/,"{' ': 'No link available', 'Nightrider2.0': 'https://theworldwatch.com/members/1324577/', 'Hungwhitemale4tw': 'https://theworldwatch.com/members/1323643/', 'CheeseyVaginas': 'https://theworldwatch.com/members/1321984/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/'}"
 I didn't Believe in Love at First Site Until.... ,sally,5.2K Views,8 Comments,0:15,https://theworldwatch.com/videos/1619403/i-didn-t-believe-in-love-at-first-site-until/,"{' ': 'No link available', 'mozzy': 'https://theworldwatch.com/members/1323416/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Elmapsaca': 'https://theworldwatch.com/members/1324537/', 'fordmadion': 'https://theworldwatch.com/members/1324565/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'pacmanla': 'https://theworldwatch.com/members/1320338/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/'}"
 Taxi Driver in Peru is Shot to Death over 20 Times (Blue & Yellow Taxi) ,HMG87,1.8K Views,5 Comments,0:30,https://theworldwatch.com/videos/1619375/taxi-driver-in-peru-is-shot-to-death-over-20-times-blue-yellow-taxi/,"{' ': 'No link available', 'catastrophe': 'https://theworldwatch.com/members/1323699/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/'}"
 A Drone Watching Goats Records a Girl's Fatal Fall on Rock Ledge ,The Seer,11K Views,18 Comments,0:30,https://theworldwatch.com/videos/1619376/a-drone-watching-goats-records-a-girl-s-fatal-fall-on-rock-ledge/,"{' ': 'No link available', 'EatMyShortsYo': 'https://theworldwatch.com/members/1322632/', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'OkieDokieSmokie': 'https://theworldwatch.com/members/1322341/', 'LionsDen': 'https://theworldwatch.com/members/1322546/', 'TortureAndKillAllConspiracyCunts': 'https://theworldwatch.com/members/1321759/', 'Soft Killing': 'https://theworldwatch.com/members/1321608/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'flash1965': 'https://theworldwatch.com/members/1323052/', 'Jasondr91': 'https://theworldwatch.com/members/623283/', 'Onivalkyrie': 'https://theworldwatch.com/members/1323501/', 'killerjoe': 'https://theworldwatch.com/members/663588/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/'}"
 Kids in NY Now Getting Robbed by Adults for Their Lunch Money... WTF ,Karelin,2.5K Views,10 Comments,0:26,https://theworldwatch.com/videos/1619378/kids-in-ny-now-getting-robbed-by-adults-for-their-lunch-money-wtf/,"{' ': 'No link available', 'DonaldDraper': 'https://theworldwatch.com/members/1323288/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'Inaminute': 'https://theworldwatch.com/members/1322078/', 'OkieDokieSmokie': 'https://theworldwatch.com/members/1322341/', 'SilanganinPhilippino': 'https://theworldwatch.com/members/1322990/', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/'}"
 Clearing positions from rus occupiers ,Sunarefa,2.3K Views,7 Comments,2:37,https://theworldwatch.com/videos/1619385/clearing-positions-from-rus-occupiers/,"{' ': 'No link available', 'ThatWasFunny': 'https://theworldwatch.com/members/1324622/', 'Speak1': 'https://theworldwatch.com/members/1324252/', 'temporhaen': 'https://theworldwatch.com/members/1321788/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/'}"
 Top Wedgie over the Head Technique ,sally,2.5K Views,2 Comments,0:06,https://theworldwatch.com/videos/1619398/top-wedgie-over-the-head-technique/,"{' ': 'No link available', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Speak1': 'https://theworldwatch.com/members/1324252/'}"
 Catching a FPV drone ,Sunarefa,2.8K Views,3 Comments,0:44,https://theworldwatch.com/videos/1619386/catching-a-fpv-drone/,"{' ': 'No link available', 'Fartcakes': 'https://theworldwatch.com/members/957973/', 'Nightrider2.0': 'https://theworldwatch.com/members/1324577/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/'}"
 Ladies..Would you Wear this Dress with Her Condition? ,sally,4.2K Views,7 Comments,0:08,https://theworldwatch.com/videos/1619404/ladies-would-you-wear-this-dress-with-her-condition/,"{' ': 'No link available', 'Speak1': 'https://theworldwatch.com/members/1324252/', 'Bill D. Wall': 'https://theworldwatch.com/members/1324602/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Mark_R': 'https://theworldwatch.com/members/1324164/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/'}"
 Texas Man Dies in Jacuzzi at Mexican Resort and his Wife are Electrocuted.. ,The Seer,56K Views,18 Comments,0:39,https://theworldwatch.com/videos/1619396/texas-man-dies-in-jacuzzi-at-mexican-resort-and-his-wife-are-electrocuted/,"{' ': 'No link available', 'Bill D. Wall': 'https://theworldwatch.com/members/1324602/', 'ivan joyderbum': 'https://theworldwatch.com/members/587483/', 'DrNunyaBeezwax': 'https://theworldwatch.com/members/1318615/', 'vangel7': 'https://theworldwatch.com/members/1324604/', 'Speak1': 'https://theworldwatch.com/members/1324252/', 'venicio': 'https://theworldwatch.com/members/1323404/', 'nleeklee': 'https://theworldwatch.com/members/1318980/', 'carnivore777': 'https://theworldwatch.com/members/1323302/', 'WessyD': 'https://theworldwatch.com/members/1324564/', 'Hangthatfucker': 'https://theworldwatch.com/members/1150718/', 'Nightrider2.0': 'https://theworldwatch.com/members/1324577/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/'}"
 Large Stone Flying from the Truck in Front of Motorcyclist Ruins his Day ,HMG87,3.1K Views,1 Comments,0:17,https://theworldwatch.com/videos/1619393/large-stone-flying-from-the-truck-in-front-of-motorcyclist-ruins-his-day/,"{' ': 'No link available', 'Cripple': 'https://theworldwatch.com/members/1320263/'}"
